id,Date,Time,Transaction,Item,Hour,Day_of_Week,Weekend
2143,11/11/2016 0:00,10/23/2018 8:40,1012,Bread,8,Friday,Weekday
2144,11/11/2016 0:00,10/23/2018 8:40,1012,Keeping It Local,8,Friday,Weekday
2145,11/11/2016 0:00,10/23/2018 8:42,1013,Bread,8,Friday,Weekday
2146,11/11/2016 0:00,10/23/2018 8:53,1014,Coffee,8,Friday,Weekday
2147,11/11/2016 0:00,10/23/2018 8:53,1014,Scandinavian,8,Friday,Weekday
2148,11/11/2016 0:00,10/23/2018 8:56,1015,Bread,8,Friday,Weekday
2149,11/11/2016 0:00,10/23/2018 8:56,1015,Farm House,8,Friday,Weekday
2150,11/11/2016 0:00,10/23/2018 8:56,1015,Pastry,8,Friday,Weekday
2151,11/11/2016 0:00,10/23/2018 8:56,1015,Medialuna,8,Friday,Weekday
2152,11/11/2016 0:00,10/23/2018 8:58,1016,Medialuna,8,Friday,Weekday
2153,11/11/2016 0:00,10/23/2018 9:08,1017,Coffee,9,Friday,Weekday
2154,11/11/2016 0:00,10/23/2018 9:11,1018,Bread,9,Friday,Weekday
2155,11/11/2016 0:00,10/23/2018 9:11,1018,Farm House,9,Friday,Weekday
2156,11/11/2016 0:00,10/23/2018 9:13,1019,Bread,9,Friday,Weekday
2157,11/11/2016 0:00,10/23/2018 9:16,1020,Keeping It Local,9,Friday,Weekday
2158,11/11/2016 0:00,10/23/2018 9:16,1020,Bread,9,Friday,Weekday
2159,11/11/2016 0:00,10/23/2018 9:18,1021,Bread,9,Friday,Weekday
2160,11/11/2016 0:00,10/23/2018 9:18,1021,Medialuna,9,Friday,Weekday
2161,11/11/2016 0:00,10/23/2018 9:22,1022,Tea,9,Friday,Weekday
2162,11/11/2016 0:00,10/23/2018 9:25,1023,Coffee,9,Friday,Weekday
2163,11/11/2016 0:00,10/23/2018 9:25,1023,Coffee,9,Friday,Weekday
2164,11/11/2016 0:00,10/23/2018 9:25,1023,Pastry,9,Friday,Weekday
2165,11/11/2016 0:00,10/23/2018 9:25,1023,Keeping It Local,9,Friday,Weekday
2166,11/11/2016 0:00,10/23/2018 9:28,1024,Coffee,9,Friday,Weekday
2167,11/11/2016 0:00,10/23/2018 9:29,1025,Tea,9,Friday,Weekday
2168,11/11/2016 0:00,10/23/2018 9:33,1026,Hot chocolate,9,Friday,Weekday
2169,11/11/2016 0:00,10/23/2018 9:39,1027,Tea,9,Friday,Weekday
2170,11/11/2016 0:00,10/23/2018 9:39,1027,Sandwich,9,Friday,Weekday
2171,11/11/2016 0:00,10/23/2018 9:51,1028,Bread,9,Friday,Weekday
2172,11/11/2016 0:00,10/23/2018 9:57,1029,Medialuna,9,Friday,Weekday
2173,11/11/2016 0:00,10/23/2018 9:57,1029,Muffin,9,Friday,Weekday
2174,11/11/2016 0:00,10/23/2018 9:57,1029,Brownie,9,Friday,Weekday
2175,11/11/2016 0:00,10/23/2018 10:03,1030,Coffee,10,Friday,Weekday
2176,11/11/2016 0:00,10/23/2018 10:03,1030,Muffin,10,Friday,Weekday
2177,11/11/2016 0:00,10/23/2018 10:06,1031,Bread,10,Friday,Weekday
2178,11/11/2016 0:00,10/23/2018 10:07,1032,Coffee,10,Friday,Weekday
2179,11/11/2016 0:00,10/23/2018 10:07,1032,Medialuna,10,Friday,Weekday
2180,11/11/2016 0:00,10/23/2018 10:09,1033,Coffee,10,Friday,Weekday
2181,11/11/2016 0:00,10/23/2018 10:09,1034,Coffee,10,Friday,Weekday
2182,11/11/2016 0:00,10/23/2018 10:09,1034,Medialuna,10,Friday,Weekday
2183,11/11/2016 0:00,10/23/2018 10:12,1035,Coffee,10,Friday,Weekday
2184,11/11/2016 0:00,10/23/2018 10:18,1036,Coffee,10,Friday,Weekday
2185,11/11/2016 0:00,10/23/2018 10:18,1036,Hot chocolate,10,Friday,Weekday
2186,11/11/2016 0:00,10/23/2018 10:18,1036,Brownie,10,Friday,Weekday
2187,11/11/2016 0:00,10/23/2018 10:18,1036,Bread,10,Friday,Weekday
2188,11/11/2016 0:00,10/23/2018 10:21,1037,Bread,10,Friday,Weekday
2189,11/11/2016 0:00,10/23/2018 10:21,1037,Bread,10,Friday,Weekday
2190,11/11/2016 0:00,10/23/2018 10:24,1038,NONE,10,Friday,Weekday
2191,11/11/2016 0:00,10/23/2018 10:24,1038,Bread,10,Friday,Weekday
2192,11/11/2016 0:00,10/23/2018 10:31,1039,Coffee,10,Friday,Weekday
2193,11/11/2016 0:00,10/23/2018 10:31,1039,Brownie,10,Friday,Weekday
2194,11/11/2016 0:00,10/23/2018 10:34,1040,Ella's Kitchen Pouches,10,Friday,Weekday
2195,11/11/2016 0:00,10/23/2018 10:34,1040,Coffee,10,Friday,Weekday
2196,11/11/2016 0:00,10/23/2018 10:34,1040,Coffee,10,Friday,Weekday
2197,11/11/2016 0:00,10/23/2018 10:34,1040,Medialuna,10,Friday,Weekday
2198,11/11/2016 0:00,10/23/2018 10:34,1040,Pastry,10,Friday,Weekday
2199,11/11/2016 0:00,10/23/2018 10:35,1041,Jam,10,Friday,Weekday
2200,11/11/2016 0:00,10/23/2018 10:38,1042,Bread,10,Friday,Weekday
2201,11/11/2016 0:00,10/23/2018 10:44,1043,Ella's Kitchen Pouches,10,Friday,Weekday
2202,11/11/2016 0:00,10/23/2018 10:46,1044,Coffee,10,Friday,Weekday
2203,11/11/2016 0:00,10/23/2018 10:46,1044,Coffee,10,Friday,Weekday
2204,11/11/2016 0:00,10/23/2018 10:46,1044,Muffin,10,Friday,Weekday
2205,11/11/2016 0:00,10/23/2018 11:13,1046,Tea,11,Friday,Weekday
2206,11/11/2016 0:00,10/23/2018 11:13,1046,Coffee,11,Friday,Weekday
2207,11/11/2016 0:00,10/23/2018 11:13,1046,Truffles,11,Friday,Weekday
2208,11/11/2016 0:00,10/23/2018 11:14,1047,Coffee,11,Friday,Weekday
2209,11/11/2016 0:00,10/23/2018 11:18,1048,Pastry,11,Friday,Weekday
2210,11/11/2016 0:00,10/23/2018 11:18,1048,Brownie,11,Friday,Weekday
2211,11/11/2016 0:00,10/23/2018 11:20,1049,Brownie,11,Friday,Weekday
2212,11/11/2016 0:00,10/23/2018 11:20,1049,Bread,11,Friday,Weekday
2213,11/11/2016 0:00,10/23/2018 11:21,1050,Bread,11,Friday,Weekday
2214,11/11/2016 0:00,10/23/2018 11:21,1050,Coffee,11,Friday,Weekday
2215,11/11/2016 0:00,10/23/2018 11:23,1051,Bread,11,Friday,Weekday
2216,11/11/2016 0:00,10/23/2018 11:23,1051,Pastry,11,Friday,Weekday
2217,11/11/2016 0:00,10/23/2018 11:25,1052,Alfajores,11,Friday,Weekday
2218,11/11/2016 0:00,10/23/2018 11:25,1052,Bread,11,Friday,Weekday
2219,11/11/2016 0:00,10/23/2018 11:31,1053,Brownie,11,Friday,Weekday
2220,11/11/2016 0:00,10/23/2018 11:31,1053,Muffin,11,Friday,Weekday
2221,11/11/2016 0:00,10/23/2018 11:31,1053,Scandinavian,11,Friday,Weekday
2222,11/11/2016 0:00,10/23/2018 11:32,1054,Coffee,11,Friday,Weekday
2223,11/11/2016 0:00,10/23/2018 11:34,1055,Fudge,11,Friday,Weekday
2224,11/11/2016 0:00,10/23/2018 11:41,1056,Tea,11,Friday,Weekday
2225,11/11/2016 0:00,10/23/2018 11:41,1056,Brownie,11,Friday,Weekday
2226,11/11/2016 0:00,10/23/2018 11:42,1057,Bread,11,Friday,Weekday
2227,11/11/2016 0:00,10/23/2018 11:45,1058,Bread,11,Friday,Weekday
2228,11/11/2016 0:00,10/23/2018 11:45,1058,Muffin,11,Friday,Weekday
2229,11/11/2016 0:00,10/23/2018 11:56,1059,Scandinavian,11,Friday,Weekday
2230,11/11/2016 0:00,10/23/2018 11:56,1060,Bread,11,Friday,Weekday
2231,11/11/2016 0:00,10/23/2018 11:56,1061,Coffee,11,Friday,Weekday
2232,11/11/2016 0:00,10/23/2018 12:02,1062,Bread,12,Friday,Weekday
2233,11/11/2016 0:00,10/23/2018 12:07,1063,Coffee,12,Friday,Weekday
2234,11/11/2016 0:00,10/23/2018 12:07,1063,Soup,12,Friday,Weekday
2235,11/11/2016 0:00,10/23/2018 12:17,1064,Soup,12,Friday,Weekday
2236,11/11/2016 0:00,10/23/2018 12:19,1065,Coffee,12,Friday,Weekday
2237,11/11/2016 0:00,10/23/2018 12:19,1065,Bread,12,Friday,Weekday
2238,11/11/2016 0:00,10/23/2018 12:19,1065,Coffee,12,Friday,Weekday
2239,11/11/2016 0:00,10/23/2018 12:19,1065,Alfajores,12,Friday,Weekday
2240,11/11/2016 0:00,10/23/2018 12:19,1065,Alfajores,12,Friday,Weekday
2241,11/11/2016 0:00,10/23/2018 12:21,1066,Farm House,12,Friday,Weekday
2242,11/11/2016 0:00,10/23/2018 12:40,1068,Farm House,12,Friday,Weekday
2243,11/11/2016 0:00,10/23/2018 12:40,1068,Chimichurri Oil,12,Friday,Weekday
2244,11/11/2016 0:00,10/23/2018 12:55,1069,Farm House,12,Friday,Weekday
2245,11/11/2016 0:00,10/23/2018 12:58,1070,Sandwich,12,Friday,Weekday
2246,11/11/2016 0:00,10/23/2018 13:05,1071,Soup,13,Friday,Weekday
2247,11/11/2016 0:00,10/23/2018 13:05,1071,Bread,13,Friday,Weekday
2248,11/11/2016 0:00,10/23/2018 13:32,1072,Coffee,13,Friday,Weekday
2249,11/11/2016 0:00,10/23/2018 13:32,1072,Art Tray,13,Friday,Weekday
2250,11/11/2016 0:00,10/23/2018 13:32,1072,Frittata,13,Friday,Weekday
2251,11/11/2016 0:00,10/23/2018 13:32,1072,Sandwich,13,Friday,Weekday
2252,11/11/2016 0:00,10/23/2018 13:46,1073,Scandinavian,13,Friday,Weekday
2253,11/11/2016 0:00,10/23/2018 13:46,1073,Fairy Doors,13,Friday,Weekday
2254,11/11/2016 0:00,10/23/2018 13:49,1074,Mineral water,13,Friday,Weekday
2255,11/11/2016 0:00,10/23/2018 13:49,1074,Cookies,13,Friday,Weekday
2256,11/11/2016 0:00,10/23/2018 13:50,1075,Brownie,13,Friday,Weekday
2257,11/11/2016 0:00,10/23/2018 13:50,1075,Coffee,13,Friday,Weekday
2258,11/11/2016 0:00,10/23/2018 13:50,1075,Coffee,13,Friday,Weekday
2259,11/11/2016 0:00,10/23/2018 13:59,1076,Bread,13,Friday,Weekday
2260,11/11/2016 0:00,10/23/2018 13:59,1076,Hearty & Seasonal,13,Friday,Weekday
2261,11/11/2016 0:00,10/23/2018 14:00,1077,Hearty & Seasonal,14,Friday,Weekday
2262,11/11/2016 0:00,10/23/2018 14:00,1077,Bread,14,Friday,Weekday
2263,11/11/2016 0:00,10/23/2018 14:15,1078,Scandinavian,14,Friday,Weekday
2264,11/11/2016 0:00,10/23/2018 14:15,1078,Focaccia,14,Friday,Weekday
2265,11/11/2016 0:00,10/23/2018 14:17,1080,Fudge,14,Friday,Weekday
2266,11/11/2016 0:00,10/23/2018 14:20,1081,Coffee,14,Friday,Weekday
2267,11/11/2016 0:00,10/23/2018 14:20,1081,Tea,14,Friday,Weekday
2268,11/11/2016 0:00,10/23/2018 14:20,1081,Cake,14,Friday,Weekday
2269,11/11/2016 0:00,10/23/2018 14:34,1082,Coffee,14,Friday,Weekday
2270,11/11/2016 0:00,10/23/2018 14:40,1083,Truffles,14,Friday,Weekday
2271,11/11/2016 0:00,10/23/2018 14:55,1084,Coffee,14,Friday,Weekday
2272,11/11/2016 0:00,10/23/2018 14:55,1084,Coffee,14,Friday,Weekday
2273,11/11/2016 0:00,10/23/2018 14:55,1084,Brownie,14,Friday,Weekday
2274,11/11/2016 0:00,10/23/2018 14:56,1085,Scandinavian,14,Friday,Weekday
2275,11/11/2016 0:00,10/23/2018 14:58,1086,Muffin,14,Friday,Weekday
2276,11/11/2016 0:00,10/23/2018 14:58,1086,Coffee,14,Friday,Weekday
2277,11/11/2016 0:00,10/23/2018 15:08,1087,Soup,15,Friday,Weekday
2278,11/11/2016 0:00,10/23/2018 15:08,1087,Coke,15,Friday,Weekday
2279,11/11/2016 0:00,10/23/2018 15:08,1087,Hot chocolate,15,Friday,Weekday
2280,11/11/2016 0:00,10/23/2018 15:08,1087,Fudge,15,Friday,Weekday
2281,11/11/2016 0:00,10/23/2018 15:09,1088,Sandwich,15,Friday,Weekday
2282,11/11/2016 0:00,10/23/2018 15:09,1088,Juice,15,Friday,Weekday
2283,11/11/2016 0:00,10/23/2018 15:09,1088,Alfajores,15,Friday,Weekday
2284,11/11/2016 0:00,10/23/2018 16:08,1089,Coffee,16,Friday,Weekday
2285,11/11/2016 0:00,10/23/2018 16:08,1089,Alfajores,16,Friday,Weekday
2286,11/11/2016 0:00,10/23/2018 16:20,1090,Brownie,16,Friday,Weekday
2287,11/11/2016 0:00,10/23/2018 16:20,1090,Coffee,16,Friday,Weekday
2288,11/11/2016 0:00,10/23/2018 16:20,1090,Hot chocolate,16,Friday,Weekday
2289,11/11/2016 0:00,10/23/2018 16:20,1090,Coffee,16,Friday,Weekday
2290,11/11/2016 0:00,10/23/2018 16:20,1090,Juice,16,Friday,Weekday
2291,11/11/2016 0:00,10/23/2018 16:29,1091,Scandinavian,16,Friday,Weekday
2292,11/11/2016 0:00,10/23/2018 16:35,1092,Coffee,16,Friday,Weekday
2293,11/11/2016 0:00,10/23/2018 16:37,1093,Hot chocolate,16,Friday,Weekday
2294,11/11/2016 0:00,10/23/2018 16:37,1093,My-5 Fruit Shoot,16,Friday,Weekday
2295,11/11/2016 0:00,10/23/2018 16:37,1093,Cake,16,Friday,Weekday
2296,11/11/2016 0:00,10/23/2018 16:39,1094,Soup,16,Friday,Weekday
2297,11/11/2016 0:00,10/23/2018 16:39,1094,Sandwich,16,Friday,Weekday
2298,11/11/2016 0:00,10/23/2018 16:39,1094,Tea,16,Friday,Weekday
2299,11/11/2016 0:00,10/23/2018 16:39,1094,Alfajores,16,Friday,Weekday
2300,11/11/2016 0:00,10/23/2018 16:39,1094,Alfajores,16,Friday,Weekday
2301,11/11/2016 0:00,10/23/2018 16:40,1095,Mineral water,16,Friday,Weekday
2302,11/11/2016 0:00,10/23/2018 16:52,1096,Bread,16,Friday,Weekday
2303,11/11/2016 0:00,10/23/2018 17:03,1097,Scandinavian,17,Friday,Weekday
2304,11/11/2016 0:00,10/23/2018 17:05,1098,Tea,17,Friday,Weekday
2305,11/11/2016 0:00,10/23/2018 17:11,1099,Tea,17,Friday,Weekday
2306,11/11/2016 0:00,10/23/2018 17:13,1100,Fudge,17,Friday,Weekday
2307,11/11/2016 0:00,10/23/2018 17:24,1101,Scandinavian,17,Friday,Weekday
2308,11/11/2016 0:00,10/23/2018 17:33,1102,Coffee,17,Friday,Weekday
2309,11/11/2016 0:00,10/23/2018 17:33,1103,Coffee,17,Friday,Weekday
2310,11/12/2016 0:00,10/23/2018 8:44,1104,Medialuna,8,Saturday,Weekend
2311,11/12/2016 0:00,10/23/2018 8:44,1104,Coffee,8,Saturday,Weekend
2312,11/12/2016 0:00,10/23/2018 9:03,1105,Bread,9,Saturday,Weekend
2313,11/12/2016 0:00,10/23/2018 9:14,1106,Bread,9,Saturday,Weekend
2314,11/12/2016 0:00,10/23/2018 9:14,1106,Pastry,9,Saturday,Weekend
2315,11/12/2016 0:00,10/23/2018 9:14,1106,Medialuna,9,Saturday,Weekend
2316,11/12/2016 0:00,10/23/2018 9:14,1106,Coffee,9,Saturday,Weekend
2317,11/12/2016 0:00,10/23/2018 9:25,1107,Pastry,9,Saturday,Weekend
2318,11/12/2016 0:00,10/23/2018 9:25,1107,Bread,9,Saturday,Weekend
2319,11/12/2016 0:00,10/23/2018 9:38,1108,Coffee,9,Saturday,Weekend
2320,11/12/2016 0:00,10/23/2018 9:38,1108,Coffee,9,Saturday,Weekend
2321,11/12/2016 0:00,10/23/2018 9:38,1108,Hot chocolate,9,Saturday,Weekend
2322,11/12/2016 0:00,10/23/2018 9:38,1108,Bread,9,Saturday,Weekend
2323,11/12/2016 0:00,10/23/2018 9:38,1108,Pastry,9,Saturday,Weekend
2324,11/12/2016 0:00,10/23/2018 9:38,1108,Medialuna,9,Saturday,Weekend
2325,11/12/2016 0:00,10/23/2018 9:46,1109,Coffee,9,Saturday,Weekend
2326,11/12/2016 0:00,10/23/2018 9:48,1110,Jam,9,Saturday,Weekend
2327,11/12/2016 0:00,10/23/2018 9:48,1110,Bread,9,Saturday,Weekend
2328,11/12/2016 0:00,10/23/2018 9:49,1111,Medialuna,9,Saturday,Weekend
2329,11/12/2016 0:00,10/23/2018 9:53,1112,Medialuna,9,Saturday,Weekend
2330,11/12/2016 0:00,10/23/2018 9:53,1112,Medialuna,9,Saturday,Weekend
2331,11/12/2016 0:00,10/23/2018 9:53,1112,Bread,9,Saturday,Weekend
2332,11/12/2016 0:00,10/23/2018 9:57,1113,NONE,9,Saturday,Weekend
2333,11/12/2016 0:00,10/23/2018 9:59,1114,Coffee,9,Saturday,Weekend
2334,11/12/2016 0:00,10/23/2018 10:00,1115,Coffee,10,Saturday,Weekend
2335,11/12/2016 0:00,10/23/2018 10:07,1116,Bread,10,Saturday,Weekend
2336,11/12/2016 0:00,10/23/2018 10:09,1117,Coffee,10,Saturday,Weekend
2337,11/12/2016 0:00,10/23/2018 10:09,1117,Muffin,10,Saturday,Weekend
2338,11/12/2016 0:00,10/23/2018 10:11,1118,Medialuna,10,Saturday,Weekend
2339,11/12/2016 0:00,10/23/2018 10:11,1118,Bread,10,Saturday,Weekend
2340,11/12/2016 0:00,10/23/2018 10:12,1119,Bread,10,Saturday,Weekend
2341,11/12/2016 0:00,10/23/2018 10:20,1120,Bread,10,Saturday,Weekend
2342,11/12/2016 0:00,10/23/2018 10:20,1120,Medialuna,10,Saturday,Weekend
2343,11/12/2016 0:00,10/23/2018 10:23,1121,Coffee,10,Saturday,Weekend
2344,11/12/2016 0:00,10/23/2018 10:23,1121,Pastry,10,Saturday,Weekend
2345,11/12/2016 0:00,10/23/2018 10:23,1121,Brownie,10,Saturday,Weekend
2346,11/12/2016 0:00,10/23/2018 10:24,1122,Medialuna,10,Saturday,Weekend
2347,11/12/2016 0:00,10/23/2018 10:24,1122,Scandinavian,10,Saturday,Weekend
2348,11/12/2016 0:00,10/23/2018 10:26,1123,Bread,10,Saturday,Weekend
2349,11/12/2016 0:00,10/23/2018 10:28,1124,Coffee,10,Saturday,Weekend
2350,11/12/2016 0:00,10/23/2018 10:28,1124,Muffin,10,Saturday,Weekend
2351,11/12/2016 0:00,10/23/2018 10:33,1125,Bread,10,Saturday,Weekend
2352,11/12/2016 0:00,10/23/2018 10:33,1125,NONE,10,Saturday,Weekend
2353,11/12/2016 0:00,10/23/2018 10:34,1126,Coffee,10,Saturday,Weekend
2354,11/12/2016 0:00,10/23/2018 10:40,1127,Medialuna,10,Saturday,Weekend
2355,11/12/2016 0:00,10/23/2018 10:40,1127,Muffin,10,Saturday,Weekend
2356,11/12/2016 0:00,10/23/2018 10:45,1128,Bread,10,Saturday,Weekend
2357,11/12/2016 0:00,10/23/2018 10:53,1129,Coffee,10,Saturday,Weekend
2358,11/12/2016 0:00,10/23/2018 10:57,1130,Alfajores,10,Saturday,Weekend
2359,11/12/2016 0:00,10/23/2018 10:57,1130,Bread,10,Saturday,Weekend
2360,11/12/2016 0:00,10/23/2018 10:57,1130,Scandinavian,10,Saturday,Weekend
2361,11/12/2016 0:00,10/23/2018 11:01,1131,Coffee,11,Saturday,Weekend
2362,11/12/2016 0:00,10/23/2018 11:03,1132,Bread,11,Saturday,Weekend
2363,11/12/2016 0:00,10/23/2018 11:05,1133,Medialuna,11,Saturday,Weekend
2364,11/12/2016 0:00,10/23/2018 11:12,1134,Coffee,11,Saturday,Weekend
2365,11/12/2016 0:00,10/23/2018 11:12,1134,Scandinavian,11,Saturday,Weekend
2366,11/12/2016 0:00,10/23/2018 11:15,1135,Coffee,11,Saturday,Weekend
2367,11/12/2016 0:00,10/23/2018 11:15,1135,Tea,11,Saturday,Weekend
2368,11/12/2016 0:00,10/23/2018 11:15,1135,Brownie,11,Saturday,Weekend
2369,11/12/2016 0:00,10/23/2018 11:15,1135,Truffles,11,Saturday,Weekend
2370,11/12/2016 0:00,10/23/2018 11:15,1135,Muffin,11,Saturday,Weekend
2371,11/12/2016 0:00,10/23/2018 11:17,1136,Tartine,11,Saturday,Weekend
2372,11/12/2016 0:00,10/23/2018 11:17,1136,Coffee,11,Saturday,Weekend
2373,11/12/2016 0:00,10/23/2018 11:17,1136,NONE,11,Saturday,Weekend
2374,11/12/2016 0:00,10/23/2018 11:18,1137,Coffee,11,Saturday,Weekend
2375,11/12/2016 0:00,10/23/2018 11:18,1137,Coffee,11,Saturday,Weekend
2376,11/12/2016 0:00,10/23/2018 11:21,1138,Alfajores,11,Saturday,Weekend
2377,11/12/2016 0:00,10/23/2018 11:21,1138,Scandinavian,11,Saturday,Weekend
2378,11/12/2016 0:00,10/23/2018 11:29,1139,NONE,11,Saturday,Weekend
2379,11/12/2016 0:00,10/23/2018 11:29,1139,Coffee,11,Saturday,Weekend
2380,11/12/2016 0:00,10/23/2018 11:29,1139,Medialuna,11,Saturday,Weekend
2381,11/12/2016 0:00,10/23/2018 11:29,1139,Hot chocolate,11,Saturday,Weekend
2382,11/12/2016 0:00,10/23/2018 11:31,1140,Coffee,11,Saturday,Weekend
2383,11/12/2016 0:00,10/23/2018 11:31,1140,Muffin,11,Saturday,Weekend
2384,11/12/2016 0:00,10/23/2018 11:31,1140,Alfajores,11,Saturday,Weekend
2385,11/12/2016 0:00,10/23/2018 11:38,1141,Farm House,11,Saturday,Weekend
2386,11/12/2016 0:00,10/23/2018 11:38,1141,Coffee,11,Saturday,Weekend
2387,11/12/2016 0:00,10/23/2018 11:38,1141,Coffee,11,Saturday,Weekend
2388,11/12/2016 0:00,10/23/2018 11:38,1141,Muffin,11,Saturday,Weekend
2389,11/12/2016 0:00,10/23/2018 11:38,1141,Brownie,11,Saturday,Weekend
2390,11/12/2016 0:00,10/23/2018 11:45,1142,Bread,11,Saturday,Weekend
2391,11/12/2016 0:00,10/23/2018 11:45,1142,Coffee,11,Saturday,Weekend
2392,11/12/2016 0:00,10/23/2018 11:45,1142,Medialuna,11,Saturday,Weekend
2393,11/12/2016 0:00,10/23/2018 11:45,1142,Farm House,11,Saturday,Weekend
2394,11/12/2016 0:00,10/23/2018 11:47,1143,Farm House,11,Saturday,Weekend
2395,11/12/2016 0:00,10/23/2018 11:47,1143,Scandinavian,11,Saturday,Weekend
2396,11/12/2016 0:00,10/23/2018 11:50,1144,Truffles,11,Saturday,Weekend
2397,11/12/2016 0:00,10/23/2018 11:50,1144,Bread,11,Saturday,Weekend
2398,11/12/2016 0:00,10/23/2018 11:50,1144,Coffee,11,Saturday,Weekend
2399,11/12/2016 0:00,10/23/2018 12:00,1145,Frittata,12,Saturday,Weekend
2400,11/12/2016 0:00,10/23/2018 12:00,1145,Soup,12,Saturday,Weekend
2401,11/12/2016 0:00,10/23/2018 12:00,1145,Coffee,12,Saturday,Weekend
2402,11/12/2016 0:00,10/23/2018 12:00,1145,Coffee,12,Saturday,Weekend
2403,11/12/2016 0:00,10/23/2018 12:01,1146,Scandinavian,12,Saturday,Weekend
2404,11/12/2016 0:00,10/23/2018 12:01,1146,Eggs,12,Saturday,Weekend
2405,11/12/2016 0:00,10/23/2018 12:03,1147,Brownie,12,Saturday,Weekend
2406,11/12/2016 0:00,10/23/2018 12:03,1147,Truffles,12,Saturday,Weekend
2407,11/12/2016 0:00,10/23/2018 12:03,1147,Coffee,12,Saturday,Weekend
2408,11/12/2016 0:00,10/23/2018 12:03,1147,Coffee,12,Saturday,Weekend
2409,11/12/2016 0:00,10/23/2018 12:09,1148,Scandinavian,12,Saturday,Weekend
2410,11/12/2016 0:00,10/23/2018 12:19,1149,Coke,12,Saturday,Weekend
2411,11/12/2016 0:00,10/23/2018 12:22,1150,Sandwich,12,Saturday,Weekend
2412,11/12/2016 0:00,10/23/2018 12:22,1150,Soup,12,Saturday,Weekend
2413,11/12/2016 0:00,10/23/2018 12:22,1150,Coffee,12,Saturday,Weekend
2414,11/12/2016 0:00,10/23/2018 12:22,1150,Alfajores,12,Saturday,Weekend
2415,11/12/2016 0:00,10/23/2018 12:38,1151,Tea,12,Saturday,Weekend
2416,11/12/2016 0:00,10/23/2018 12:38,1151,Juice,12,Saturday,Weekend
2417,11/12/2016 0:00,10/23/2018 12:38,1151,Hearty & Seasonal,12,Saturday,Weekend
2418,11/12/2016 0:00,10/23/2018 12:38,1151,Hearty & Seasonal,12,Saturday,Weekend
2419,11/12/2016 0:00,10/23/2018 12:40,1152,Truffles,12,Saturday,Weekend
2420,11/12/2016 0:00,10/23/2018 12:45,1153,NONE,12,Saturday,Weekend
2421,11/12/2016 0:00,10/23/2018 12:45,1153,Coffee,12,Saturday,Weekend
2422,11/12/2016 0:00,10/23/2018 12:45,1153,Coffee,12,Saturday,Weekend
2423,11/12/2016 0:00,10/23/2018 12:45,1153,Muffin,12,Saturday,Weekend
2424,11/12/2016 0:00,10/23/2018 12:45,1153,Brownie,12,Saturday,Weekend
2425,11/12/2016 0:00,10/23/2018 13:00,1154,Bread,13,Saturday,Weekend
2426,11/12/2016 0:00,10/23/2018 13:05,1155,Bowl Nic Pitt,13,Saturday,Weekend
2427,11/12/2016 0:00,10/23/2018 13:05,1155,Frittata,13,Saturday,Weekend
2428,11/12/2016 0:00,10/23/2018 13:05,1155,Muffin,13,Saturday,Weekend
2429,11/12/2016 0:00,10/23/2018 13:05,1155,Coffee,13,Saturday,Weekend
2430,11/12/2016 0:00,10/23/2018 13:10,1156,Soup,13,Saturday,Weekend
2431,11/12/2016 0:00,10/23/2018 13:10,1156,Frittata,13,Saturday,Weekend
2432,11/12/2016 0:00,10/23/2018 13:10,1156,Brownie,13,Saturday,Weekend
2433,11/12/2016 0:00,10/23/2018 13:10,1156,Coffee,13,Saturday,Weekend
2434,11/12/2016 0:00,10/23/2018 13:10,1156,Tea,13,Saturday,Weekend
2435,11/12/2016 0:00,10/23/2018 13:12,1157,Hot chocolate,13,Saturday,Weekend
2436,11/12/2016 0:00,10/23/2018 13:12,1157,Coffee,13,Saturday,Weekend
2437,11/12/2016 0:00,10/23/2018 13:12,1157,Muffin,13,Saturday,Weekend
2438,11/12/2016 0:00,10/23/2018 13:12,1157,Alfajores,13,Saturday,Weekend
2439,11/12/2016 0:00,10/23/2018 13:16,1158,Scandinavian,13,Saturday,Weekend
2440,11/12/2016 0:00,10/23/2018 13:16,1158,Keeping It Local,13,Saturday,Weekend
2441,11/12/2016 0:00,10/23/2018 13:16,1158,NONE,13,Saturday,Weekend
2442,11/12/2016 0:00,10/23/2018 13:16,1158,Tea,13,Saturday,Weekend
2443,11/12/2016 0:00,10/23/2018 13:16,1158,Coffee,13,Saturday,Weekend
2444,11/12/2016 0:00,10/23/2018 13:16,1158,Alfajores,13,Saturday,Weekend
2445,11/12/2016 0:00,10/23/2018 13:19,1159,Bread,13,Saturday,Weekend
2446,11/12/2016 0:00,10/23/2018 13:21,1160,Fudge,13,Saturday,Weekend
2447,11/12/2016 0:00,10/23/2018 13:23,1161,Farm House,13,Saturday,Weekend
2448,11/12/2016 0:00,10/23/2018 13:29,1162,Farm House,13,Saturday,Weekend
2449,11/12/2016 0:00,10/23/2018 13:43,1163,Coffee,13,Saturday,Weekend
2450,11/12/2016 0:00,10/23/2018 13:43,1163,Coffee,13,Saturday,Weekend
2451,11/12/2016 0:00,10/23/2018 13:43,1163,Brownie,13,Saturday,Weekend
2452,11/12/2016 0:00,10/23/2018 13:43,1163,Muffin,13,Saturday,Weekend
2453,11/12/2016 0:00,10/23/2018 13:55,1164,Soup,13,Saturday,Weekend
2454,11/12/2016 0:00,10/23/2018 13:55,1164,Coffee,13,Saturday,Weekend
